,id,geographic_area_name,estimate_total,estimate_total_car_truck_or_van,estimate_total_public_transportation,estimate_total_public_transportation_bus,estimate_total_public_transportation_subway_or_elevated_rail,estimate_total_public_transportation_long_distance_train_or_commuter_rail,estimate_total_public_transportation_light_rail_streetcar_or_trolley_carro_público_in_puerto_rico,estimate_total_public_transportation_ferryboat,estimate_total_taxicab,estimate_total_motorcycle,estimate_total_bicycle,estimate_total_walked,estimate_total_other_means,estimate_total_worked_from_home,Geoid
1279,1500000US530330321021,"Block Group 1, Census Tract 321.02, King County, Washington",521,387,18,18,0,0,0,0,0,10,0,30,9,67,530330321021
1280,1500000US530330321022,"Block Group 2, Census Tract 321.02, King County, Washington",468,380,11,11,0,0,0,0,0,9,0,40,0,28,530330321022
1281,1500000US530330321023,"Block Group 3, Census Tract 321.02, King County, Washington",811,688,0,0,0,0,0,0,0,0,16,32,0,75,530330321023
1282,1500000US530330321024,"Block Group 4, Census Tract 321.02, King County, Washington",775,610,73,73,0,0,0,0,0,0,0,0,11,81,530330321024
1283,1500000US530330321031,"Block Group 1, Census Tract 321.03, King County, Washington",633,488,79,79,0,0,0,0,0,16,16,16,0,18,530330321031
1284,1500000US530330321032,"Block Group 2, Census Tract 321.03, King County, Washington",729,630,33,33,0,0,0,0,0,13,0,32,0,21,530330321032
1285,1500000US530330321033,"Block Group 3, Census Tract 321.03, King County, Washington",983,699,126,126,0,0,0,0,0,0,20,127,0,11,530330321033
1286,1500000US530330321034,"Block Group 4, Census Tract 321.03, King County, Washington",734,544,58,58,0,0,0,0,0,22,0,70,0,40,530330321034
1287,1500000US530330321041,"Block Group 1, Census Tract 321.04, King County, Washington",1354,1028,62,62,0,0,0,0,0,0,0,14,10,240,530330321041
1288,1500000US530330321042,"Block Group 2, Census Tract 321.04, King County, Washington",1176,880,58,58,0,0,0,0,0,30,0,136,0,72,530330321042
1289,1500000US530330321043,"Block Group 3, Census Tract 321.04, King County, Washington",782,606,73,73,0,0,0,0,0,0,0,70,0,33,530330321043
1290,1500000US530330322031,"Block Group 1, Census Tract 322.03, King County, Washington",1258,1088,42,42,0,0,0,0,0,0,0,0,0,128,530330322031
1291,1500000US530330322032,"Block Group 2, Census Tract 322.03, King County, Washington",667,597,21,21,0,0,0,0,0,0,0,0,0,49,530330322032
1292,1500000US530330322033,"Block Group 3, Census Tract 322.03, King County, Washington",1277,1038,60,60,0,0,0,0,0,0,77,10,0,92,530330322033
1293,1500000US530330322034,"Block Group 4, Census Tract 322.03, King County, Washington",570,428,87,87,0,0,0,0,0,16,0,0,0,39,530330322034
1294,1500000US530330322071,"Block Group 1, Census Tract 322.07, King County, Washington",811,733,26,26,0,0,0,0,0,0,0,0,0,52,530330322071
1295,1500000US530330322072,"Block Group 2, Census Tract 322.07, King County, Washington",528,432,26,26,0,0,0,0,0,0,0,0,0,70,530330322072
1296,1500000US530330322073,"Block Group 3, Census Tract 322.07, King County, Washington",497,367,32,32,0,0,0,0,0,0,18,17,18,45,530330322073
1297,1500000US530330322081,"Block Group 1, Census Tract 322.08, King County, Washington",750,592,56,56,0,0,0,0,0,16,0,3,15,68,530330322081
1298,1500000US530330322082,"Block Group 2, Census Tract 322.08, King County, Washington",161,105,0,0,0,0,0,0,0,0,0,0,0,56,530330322082
1299,1500000US530330322083,"Block Group 3, Census Tract 322.08, King County, Washington",882,635,158,139,19,0,0,0,0,0,0,0,15,74,530330322083
1300,1500000US530330322084,"Block Group 4, Census Tract 322.08, King County, Washington",1140,738,213,202,0,0,0,11,0,0,19,0,0,170,530330322084
1301,1500000US530330322085,"Block Group 5, Census Tract 322.08, King County, Washington",1309,1002,185,185,0,0,0,0,0,0,0,0,49,73,530330322085
1302,1500000US530330322101,"Block Group 1, Census Tract 322.10, King County, Washington",842,687,95,95,0,0,0,0,0,0,0,1,0,59,530330322101
1303,1500000US530330322102,"Block Group 2, Census Tract 322.10, King County, Washington",2857,2168,409,409,0,0,0,0,0,0,26,26,77,151,530330322102
1304,1500000US530330322103,"Block Group 3, Census Tract 322.10, King County, Washington",4696,3354,729,729,0,0,0,0,0,23,54,145,86,305,530330322103
1305,1500000US530330322111,"Block Group 1, Census Tract 322.11, King County, Washington",939,666,83,83,0,0,0,0,0,0,0,9,0,181,530330322111
1306,1500000US530330322112,"Block Group 2, Census Tract 322.11, King County, Washington",798,630,121,121,0,0,0,0,0,0,0,0,0,47,530330322112
1307,1500000US530330322113,"Block Group 3, Census Tract 322.11, King County, Washington",849,695,33,33,0,0,0,0,0,0,0,0,0,121,530330322113
1308,1500000US530330322121,"Block Group 1, Census Tract 322.12, King County, Washington",1414,1047,179,179,0,0,0,0,0,0,15,18,0,155,530330322121
1309,1500000US530330322122,"Block Group 2, Census Tract 322.12, King County, Washington",521,398,39,39,0,0,0,0,0,0,0,0,15,69,530330322122
1310,1500000US530330322123,"Block Group 3, Census Tract 322.12, King County, Washington",936,820,41,41,0,0,0,0,0,0,0,0,0,75,530330322123
1311,1500000US530330322124,"Block Group 4, Census Tract 322.12, King County, Washington",1295,987,192,192,0,0,0,0,0,0,16,0,0,100,530330322124
1312,1500000US530330322131,"Block Group 1, Census Tract 322.13, King County, Washington",491,355,27,27,0,0,0,0,0,0,0,0,0,109,530330322131
1313,1500000US530330322132,"Block Group 2, Census Tract 322.13, King County, Washington",589,474,31,31,0,0,0,0,0,0,0,0,0,84,530330322132
1314,1500000US530330322133,"Block Group 3, Census Tract 322.13, King County, Washington",1121,970,69,69,0,0,0,0,0,0,0,0,8,74,530330322133
1315,1500000US530330322141,"Block Group 1, Census Tract 322.14, King County, Washington",888,714,50,50,0,0,0,0,0,0,0,10,10,104,530330322141
1316,1500000US530330322142,"Block Group 2, Census Tract 322.14, King County, Washington",1349,1092,105,105,0,0,0,0,0,10,18,0,9,115,530330322142
1317,1500000US530330322143,"Block Group 3, Census Tract 322.14, King County, Washington",1009,665,185,185,0,0,0,0,0,0,0,16,0,143,530330322143
1318,1500000US530330322151,"Block Group 1, Census Tract 322.15, King County, Washington",955,814,61,61,0,0,0,0,0,0,0,0,0,80,530330322151
1319,1500000US530330322152,"Block Group 2, Census Tract 322.15, King County, Washington",1498,1271,44,44,0,0,0,0,0,0,0,0,13,170,530330322152
1320,1500000US530330323071,"Block Group 1, Census Tract 323.07, King County, Washington",786,664,16,16,0,0,0,0,0,0,0,0,0,106,530330323071
1321,1500000US530330323072,"Block Group 2, Census Tract 323.07, King County, Washington",579,472,0,0,0,0,0,0,0,0,27,0,0,80,530330323072
1322,1500000US530330323073,"Block Group 3, Census Tract 323.07, King County, Washington",640,546,43,43,0,0,0,0,0,0,0,0,0,51,530330323073
1323,1500000US530330323074,"Block Group 4, Census Tract 323.07, King County, Washington",549,436,17,17,0,0,0,0,0,0,0,0,21,75,530330323074
1324,1500000US530330323075,"Block Group 5, Census Tract 323.07, King County, Washington",386,348,15,15,0,0,0,0,0,0,0,0,0,23,530330323075
1325,1500000US530330323091,"Block Group 1, Census Tract 323.09, King County, Washington",1046,646,211,211,0,0,0,0,0,0,28,86,0,75,530330323091
1326,1500000US530330323092,"Block Group 2, Census Tract 323.09, King County, Washington",3487,1961,944,944,0,0,0,0,27,0,118,195,29,213,530330323092
1327,1500000US530330323093,"Block Group 3, Census Tract 323.09, King County, Washington",1117,879,75,75,0,0,0,0,0,21,0,31,0,111,530330323093
1328,1500000US530330323111,"Block Group 1, Census Tract 323.11, King County, Washington",515,383,0,0,0,0,0,0,0,0,0,0,0,132,530330323111
1329,1500000US530330323112,"Block Group 2, Census Tract 323.11, King County, Washington",741,582,16,16,0,0,0,0,0,0,0,0,11,132,530330323112
1330,1500000US530330323113,"Block Group 3, Census Tract 323.11, King County, Washington",518,484,0,0,0,0,0,0,0,18,0,0,0,16,530330323113
1331,1500000US530330323114,"Block Group 4, Census Tract 323.11, King County, Washington",629,582,0,0,0,0,0,0,0,0,0,0,0,47,530330323114
1332,1500000US530330323115,"Block Group 5, Census Tract 323.11, King County, Washington",446,342,39,39,0,0,0,0,0,0,0,0,47,18,530330323115
1333,1500000US530330323131,"Block Group 1, Census Tract 323.13, King County, Washington",372,322,13,13,0,0,0,0,0,0,0,0,25,12,530330323131
1334,1500000US530330323132,"Block Group 2, Census Tract 323.13, King County, Washington",903,764,49,49,0,0,0,0,0,0,0,16,0,74,530330323132
1335,1500000US530330323133,"Block Group 3, Census Tract 323.13, King County, Washington",468,440,14,14,0,0,0,0,0,0,0,0,0,14,530330323133
1336,1500000US530330323134,"Block Group 4, Census Tract 323.13, King County, Washington",1857,1653,151,151,0,0,0,0,0,0,13,27,0,13,530330323134
1337,1500000US530330323151,"Block Group 1, Census Tract 323.15, King County, Washington",913,746,61,61,0,0,0,0,0,0,0,9,7,90,530330323151
1338,1500000US530330323152,"Block Group 2, Census Tract 323.15, King County, Washington",925,798,28,28,0,0,0,0,0,13,0,0,11,75,530330323152
1339,1500000US530330323153,"Block Group 3, Census Tract 323.15, King County, Washington",887,746,40,40,0,0,0,0,0,0,0,0,0,101,530330323153
1340,1500000US530330323161,"Block Group 1, Census Tract 323.16, King County, Washington",393,345,17,17,0,0,0,0,0,11,0,0,0,20,530330323161
1341,1500000US530330323162,"Block Group 2, Census Tract 323.16, King County, Washington",777,626,35,35,0,0,0,0,0,0,20,0,15,81,530330323162
1342,1500000US530330323163,"Block Group 3, Census Tract 323.16, King County, Washington",844,736,62,53,0,0,0,9,0,10,0,0,9,27,530330323163
1343,1500000US530330323164,"Block Group 4, Census Tract 323.16, King County, Washington",658,586,21,21,0,0,0,0,0,0,0,0,0,51,530330323164
1344,1500000US530330323171,"Block Group 1, Census Tract 323.17, King County, Washington",779,577,125,125,0,0,0,0,0,0,0,0,0,77,530330323171
1345,1500000US530330323172,"Block Group 2, Census Tract 323.17, King County, Washington",730,567,84,69,15,0,0,0,0,0,0,0,0,79,530330323172
1346,1500000US530330323173,"Block Group 3, Census Tract 323.17, King County, Washington",452,277,82,82,0,0,0,0,0,0,0,15,0,78,530330323173
1347,1500000US530330323174,"Block Group 4, Census Tract 323.17, King County, Washington",645,454,56,56,0,0,0,0,0,0,29,0,0,106,530330323174
1348,1500000US530330323175,"Block Group 5, Census Tract 323.17, King County, Washington",638,507,46,46,0,0,0,0,0,0,14,16,0,55,530330323175
1349,1500000US530330323181,"Block Group 1, Census Tract 323.18, King County, Washington",1270,1093,61,61,0,0,0,0,0,9,0,21,0,86,530330323181
1350,1500000US530330323182,"Block Group 2, Census Tract 323.18, King County, Washington",650,612,0,0,0,0,0,0,0,0,0,0,0,38,530330323182
1351,1500000US530330323183,"Block Group 3, Census Tract 323.18, King County, Washington",520,427,42,42,0,0,0,0,0,0,0,0,0,51,530330323183
1352,1500000US530330323184,"Block Group 4, Census Tract 323.18, King County, Washington",1146,826,173,173,0,0,0,0,0,0,13,0,11,123,530330323184
1353,1500000US530330323191,"Block Group 1, Census Tract 323.19, King County, Washington",279,269,0,0,0,0,0,0,0,0,0,0,0,10,530330323191
1354,1500000US530330323192,"Block Group 2, Census Tract 323.19, King County, Washington",1045,826,42,42,0,0,0,0,0,0,20,26,0,131,530330323192
1355,1500000US530330323193,"Block Group 3, Census Tract 323.19, King County, Washington",1009,938,71,71,0,0,0,0,0,0,0,0,0,0,530330323193
1356,1500000US530330323194,"Block Group 4, Census Tract 323.19, King County, Washington",713,621,21,21,0,0,0,0,0,0,0,19,0,52,530330323194
1357,1500000US530330323201,"Block Group 1, Census Tract 323.20, King County, Washington",627,554,28,28,0,0,0,0,0,0,7,0,0,38,530330323201
1358,1500000US530330323202,"Block Group 2, Census Tract 323.20, King County, Washington",744,612,26,26,0,0,0,0,0,11,7,0,9,79,530330323202
1359,1500000US530330323203,"Block Group 3, Census Tract 323.20, King County, Washington",881,795,9,9,0,0,0,0,0,0,15,0,0,62,530330323203
1360,1500000US530330323211,"Block Group 1, Census Tract 323.21, King County, Washington",482,427,16,16,0,0,0,0,0,0,0,0,0,39,530330323211
1361,1500000US530330323212,"Block Group 2, Census Tract 323.21, King County, Washington",396,294,17,17,0,0,0,0,0,0,0,0,8,77,530330323212
1362,1500000US530330323213,"Block Group 3, Census Tract 323.21, King County, Washington",1316,1058,99,99,0,0,0,0,0,0,25,20,0,114,530330323213
1363,1500000US530330323214,"Block Group 4, Census Tract 323.21, King County, Washington",950,730,102,102,0,0,0,0,0,0,12,14,0,92,530330323214
1364,1500000US530330323221,"Block Group 1, Census Tract 323.22, King County, Washington",610,485,25,25,0,0,0,0,0,0,0,11,0,89,530330323221
1365,1500000US530330323222,"Block Group 2, Census Tract 323.22, King County, Washington",393,313,19,19,0,0,0,0,0,0,0,0,11,50,530330323222
1366,1500000US530330323223,"Block Group 3, Census Tract 323.22, King County, Washington",829,726,60,60,0,0,0,0,0,0,0,0,0,43,530330323223
1367,1500000US530330323231,"Block Group 1, Census Tract 323.23, King County, Washington",844,794,13,13,0,0,0,0,0,0,0,0,0,37,530330323231
1368,1500000US530330323232,"Block Group 2, Census Tract 323.23, King County, Washington",551,479,12,12,0,0,0,0,0,0,18,0,0,42,530330323232
1369,1500000US530330323233,"Block Group 3, Census Tract 323.23, King County, Washington",840,708,86,86,0,0,0,0,0,0,14,0,0,32,530330323233
1370,1500000US530330323234,"Block Group 4, Census Tract 323.23, King County, Washington",604,436,89,89,0,0,0,0,0,0,15,0,0,64,530330323234
1371,1500000US530330323241,"Block Group 1, Census Tract 323.24, King County, Washington",482,346,1,1,0,0,0,0,0,10,0,13,0,112,530330323241
1372,1500000US530330323242,"Block Group 2, Census Tract 323.24, King County, Washington",807,506,127,127,0,0,0,0,87,0,0,10,0,77,530330323242
1373,1500000US530330323243,"Block Group 3, Census Tract 323.24, King County, Washington",1143,927,0,0,0,0,0,0,0,0,21,122,0,73,530330323243
1374,1500000US530330323244,"Block Group 4, Census Tract 323.24, King County, Washington",804,575,138,138,0,0,0,0,0,0,0,0,0,91,530330323244
1375,1500000US530330323251,"Block Group 1, Census Tract 323.25, King County, Washington",313,252,22,22,0,0,0,0,0,20,0,19,0,0,530330323251
1376,1500000US530330323252,"Block Group 2, Census Tract 323.25, King County, Washington",1366,1153,133,123,0,10,0,0,0,0,0,47,0,33,530330323252
1377,1500000US530330323253,"Block Group 3, Census Tract 323.25, King County, Washington",1508,1191,148,148,0,0,0,0,0,0,0,81,0,88,530330323253
1378,1500000US530330323261,"Block Group 1, Census Tract 323.26, King County, Washington",611,446,15,15,0,0,0,0,0,0,0,0,0,150,530330323261
1379,1500000US530330323262,"Block Group 2, Census Tract 323.26, King County, Washington",669,519,19,19,0,0,0,0,0,0,0,0,0,131,530330323262
1380,1500000US530330323263,"Block Group 3, Census Tract 323.26, King County, Washington",334,251,20,20,0,0,0,0,0,0,0,0,0,63,530330323263
1381,1500000US530330323271,"Block Group 1, Census Tract 323.27, King County, Washington",805,643,39,39,0,0,0,0,0,0,0,10,23,90,530330323271
1382,1500000US530330323272,"Block Group 2, Census Tract 323.27, King County, Washington",483,428,34,34,0,0,0,0,0,12,9,0,0,0,530330323272
1383,1500000US530330323281,"Block Group 1, Census Tract 323.28, King County, Washington",559,485,0,0,0,0,0,0,0,0,0,0,8,66,530330323281
1384,1500000US530330323282,"Block Group 2, Census Tract 323.28, King County, Washington",488,364,23,23,0,0,0,0,0,0,17,13,0,71,530330323282
1385,1500000US530330323283,"Block Group 3, Census Tract 323.28, King County, Washington",628,476,16,16,0,0,0,0,0,0,0,0,13,123,530330323283
1386,1500000US530330323291,"Block Group 1, Census Tract 323.29, King County, Washington",1796,1513,100,100,0,0,0,0,0,0,15,0,0,168,530330323291
1387,1500000US530330323292,"Block Group 2, Census Tract 323.29, King County, Washington",2312,1838,218,218,0,0,0,0,0,27,31,15,15,168,530330323292
1388,1500000US530330324011,"Block Group 1, Census Tract 324.01, King County, Washington",726,664,44,44,0,0,0,0,0,0,0,13,0,5,530330324011
1389,1500000US530330324012,"Block Group 2, Census Tract 324.01, King County, Washington",1091,996,39,39,0,0,0,0,0,0,0,0,0,56,530330324012
1390,1500000US530330324013,"Block Group 3, Census Tract 324.01, King County, Washington",869,602,0,0,0,0,0,0,0,21,0,63,0,183,530330324013
1391,1500000US530330324014,"Block Group 4, Census Tract 324.01, King County, Washington",580,541,0,0,0,0,0,0,0,0,0,0,39,0,530330324014
1392,1500000US530330324021,"Block Group 1, Census Tract 324.02, King County, Washington",1386,1272,16,16,0,0,0,0,0,0,0,0,47,51,530330324021
1393,1500000US530330324022,"Block Group 2, Census Tract 324.02, King County, Washington",1363,1208,101,101,0,0,0,0,0,0,0,0,0,54,530330324022
1394,1500000US530330324023,"Block Group 3, Census Tract 324.02, King County, Washington",982,764,27,27,0,0,0,0,0,0,0,0,0,191,530330324023
1395,1500000US530330324024,"Block Group 4, Census Tract 324.02, King County, Washington",534,425,0,0,0,0,0,0,0,0,0,13,0,96,530330324024
1396,1500000US530330325001,"Block Group 1, Census Tract 325, King County, Washington",726,614,15,15,0,0,0,0,0,0,0,10,0,87,530330325001
1397,1500000US530330325002,"Block Group 2, Census Tract 325, King County, Washington",894,743,35,35,0,0,0,0,0,0,10,7,0,99,530330325002
1398,1500000US530330325003,"Block Group 3, Census Tract 325, King County, Washington",389,322,4,4,0,0,0,0,0,0,0,9,0,54,530330325003
1399,1500000US530330325004,"Block Group 4, Census Tract 325, King County, Washington",942,846,10,10,0,0,0,0,0,0,3,19,3,61,530330325004
1400,1500000US530330326011,"Block Group 1, Census Tract 326.01, King County, Washington",906,717,0,0,0,0,0,0,0,0,0,0,11,178,530330326011
1401,1500000US530330326012,"Block Group 2, Census Tract 326.01, King County, Washington",607,474,29,29,0,0,0,0,0,0,0,0,7,97,530330326012
1402,1500000US530330326021,"Block Group 1, Census Tract 326.02, King County, Washington",2280,1989,118,118,0,0,0,0,0,0,0,17,0,156,530330326021
1403,1500000US530330326022,"Block Group 2, Census Tract 326.02, King County, Washington",746,645,18,18,0,0,0,0,0,0,0,23,0,60,530330326022
1404,1500000US530330326023,"Block Group 3, Census Tract 326.02, King County, Washington",2489,1970,127,127,0,0,0,0,0,0,0,29,0,363,530330326023
1405,1500000US530330326024,"Block Group 4, Census Tract 326.02, King County, Washington",1872,1440,145,145,0,0,0,0,0,0,14,0,0,273,530330326024
1406,1500000US530330327021,"Block Group 1, Census Tract 327.02, King County, Washington",860,714,15,15,0,0,0,0,0,0,0,21,0,110,530330327021
1407,1500000US530330327022,"Block Group 2, Census Tract 327.02, King County, Washington",752,630,0,0,0,0,0,0,0,0,0,0,0,122,530330327022
1408,1500000US530330327023,"Block Group 3, Census Tract 327.02, King County, Washington",787,703,0,0,0,0,0,0,0,0,0,0,21,63,530330327023
1409,1500000US530330327024,"Block Group 4, Census Tract 327.02, King County, Washington",674,660,0,0,0,0,0,0,0,0,0,0,0,14,530330327024
